ZONA_O,H_SAIDA,FE_VIA
Caieiras,0,76
Caieiras,3,473
Caieiras,4,2498
Caieiras,5,4662
Caieiras,6,10430
Caieiras,7,10939
Caieiras,8,3658
Caieiras,9,4519
Caieiras,10,4963
Caieiras,11,4955
Caieiras,12,13108
Caieiras,13,7348
Caieiras,14,3284
Caieiras,15,4035
Caieiras,16,6802
Caieiras,17,13508
Caieiras,18,5752
Caieiras,19,4095
Caieiras,20,1008
Caieiras,21,167
Caieiras,22,933
Caieiras,23,1991
Cajamar,4,1976
Cajamar,5,3853
Cajamar,6,15439
Cajamar,7,10934
Cajamar,8,2551
Cajamar,9,1887
Cajamar,10,3367
Cajamar,11,1612
Cajamar,12,21790
Cajamar,13,4364
Cajamar,14,3168
Cajamar,15,5222
Cajamar,16,6869
Cajamar,17,14472
Cajamar,18,10848
Cajamar,19,3462
Cajamar,20,1265
Cajamar,21,470
Cajamar,22,3667
Cajamar,23,1017
Cambuci,0,742
Cambuci,4,256
Cambuci,5,549
Cambuci,6,3529
Cambuci,7,6325
Cambuci,8,1438
Cambuci,9,869
Cambuci,10,3308
Cambuci,11,2716
Cambuci,12,6560
Cambuci,13,3406
Cambuci,14,3071
Cambuci,15,1539
Cambuci,16,3400
Cambuci,17,7826
Cambuci,18,7331
Cambuci,19,924
Cambuci,20,2285
Cambuci,21,174
Cambuci,22,1099
Cambuci,23,335
Caminho do Mar,0,362
Caminho do Mar,4,609
Caminho do Mar,5,1520
Caminho do Mar,6,5443
Caminho do Mar,7,6005
Caminho do Mar,8,1832
Caminho do Mar,9,925
Caminho do Mar,10,1083
Caminho do Mar,11,2043
Caminho do Mar,12,5085
Caminho do Mar,13,1085
Caminho do Mar,14,701
Caminho do Mar,15,362
Caminho do Mar,16,389
Caminho do Mar,17,1110
Caminho do Mar,18,3877
Caminho do Mar,19,737
Caminho do Mar,20,44
Caminho do Mar,21,732
Caminho do Mar,23,501
Campestre,2,726
Campestre,4,689
Campestre,5,547
Campestre,6,4581
Campestre,7,4415
Campestre,8,1944
Campestre,9,896
Campestre,10,1418
Campestre,11,919
Campestre,12,5994
Campestre,13,2185
Campestre,14,2936
Campestre,15,3297
Campestre,16,3110
Campestre,17,3043
Campestre,18,2938
Campestre,19,1225
Campestre,20,493
Campestre,21,1824
Campestre,22,4228
Campestre,23,2947
Campinas,4,59
Campinas,5,610
Campinas,6,2154
Campinas,7,4329
Campinas,8,2239
Campinas,9,930
Campinas,10,2051
Campinas,11,1587
Campinas,12,7918
Campinas,13,6215
Campinas,14,3262
Campinas,15,2991
Campinas,16,7456
Campinas,17,9289
Campinas,18,12536
Campinas,19,5912
Campinas,20,1749
Campinas,21,1614
Campinas,22,1890
Campinas,23,1826
Campo Belo,5,266
Campo Belo,6,2022
Campo Belo,7,2038
Campo Belo,8,1290
Campo Belo,9,2038
Campo Belo,10,1185
Campo Belo,11,399
Campo Belo,12,3644
Campo Belo,13,2682
Campo Belo,14,884
Campo Belo,15,1314
Campo Belo,16,792
Campo Belo,17,3692
Campo Belo,18,2331
Campo Belo,19,602
Campo Belo,20,573
Campo Belo,21,709
Campo Belo,22,348
Campo Belo,23,715
Campo Grande,0,909
Campo Grande,1,823
Campo Grande,4,548
Campo Grande,5,1805
Campo Grande,6,5141
Campo Grande,7,5641
Campo Grande,8,3480
Campo Grande,9,4455
Campo Grande,10,1935
Campo Grande,11,4179
Campo Grande,12,9566
Campo Grande,13,7454
Campo Grande,14,2038
Campo Grande,15,2789
Campo Grande,16,3411
Campo Grande,17,10458
Campo Grande,18,9488
Campo Grande,19,1843
Campo Grande,20,2844
Campo Grande,21,4029
Campo Grande,22,3556
Campo Grande,23,497
Cangaíba,1,62
Cangaíba,5,1386
Cangaíba,6,8345
Cangaíba,7,7488
Cangaíba,8,3377
Cangaíba,9,762
Cangaíba,10,4120
Cangaíba,11,3391
Cangaíba,12,10922
Cangaíba,13,1520
Cangaíba,14,1492
Cangaíba,15,1213
Cangaíba,16,4126
Cangaíba,17,3351
Cangaíba,18,5090
Cangaíba,19,758
Cangaíba,21,892
Cangaíba,22,91
Canindé,2,11
Canindé,4,88
Canindé,5,57
Canindé,6,644
Canindé,7,280
Canindé,8,208
Canindé,9,19
Canindé,10,46
Canindé,11,3084
Canindé,12,2351
Canindé,13,250
Canindé,14,1366
Canindé,15,1044
Canindé,16,1198
Canindé,17,1710
Canindé,18,5493
Canindé,19,338
Canindé,20,106
Canindé,21,1519
Canindé,22,3269
Canindé,23,808
Cantareira,15,350
Cantareira,17,78
Capuava,4,361
Capuava,5,4352
Capuava,6,7644
Capuava,7,3045
Capuava,8,1600
Capuava,9,417
Capuava,10,1909
Capuava,11,2957
Capuava,12,7233
Capuava,13,5596
Capuava,14,5338
Capuava,15,3901
Capuava,16,4690
Capuava,17,13836
Capuava,18,7751
Capuava,19,929
Capuava,20,543
Capuava,21,1098
Capuava,22,2904
Capueira,3,88
Capueira,4,41
Capueira,5,190
Capueira,6,860
Capueira,7,440
Capueira,8,714
Capueira,9,379
Capueira,10,67
Capueira,11,378
Capueira,12,984
Capueira,13,388
Capueira,14,72
Capueira,15,506
Capueira,16,83
Capueira,17,638
Capueira,18,330
Capueira,19,245
Capueira,21,315
Capueira,22,173
Capão Redondo,0,494
Capão Redondo,2,220
Capão Redondo,4,200
Capão Redondo,5,2591
Capão Redondo,6,9382
Capão Redondo,7,7499
Capão Redondo,8,931
Capão Redondo,9,2283
Capão Redondo,10,3296
Capão Redondo,11,8568
Capão Redondo,12,11540
Capão Redondo,13,5162
Capão Redondo,14,1618
Capão Redondo,15,2722
Capão Redondo,16,7837
Capão Redondo,17,11743
Capão Redondo,18,6188
Capão Redondo,19,1260
Capão Redondo,20,4651
Capão Redondo,21,738
Capão Redondo,22,1348
Capão Redondo,23,3711
Carandiru,1,1264
Carandiru,3,10
Carandiru,4,10
Carandiru,5,276
Carandiru,6,324
Carandiru,7,282
Carandiru,8,2581
Carandiru,9,857
Carandiru,10,448
Carandiru,11,3777
Carandiru,12,1933
Carandiru,13,2266
Carandiru,14,1602
Carandiru,15,2312
Carandiru,16,5986
Carandiru,17,2935
Carandiru,18,5011
Carandiru,19,950
Carandiru,20,1975
Carandiru,21,367
Carandiru,22,60
Carandiru,23,676
Carapicuíba,0,470
Carapicuíba,4,2358
Carapicuíba,5,3360
Carapicuíba,6,30152
Carapicuíba,7,19778
Carapicuíba,8,5768
Carapicuíba,9,5135
Carapicuíba,10,6723
Carapicuíba,11,16244
Carapicuíba,12,24998
Carapicuíba,13,8075
Carapicuíba,14,3883
Carapicuíba,15,8042
Carapicuíba,16,5051
Carapicuíba,17,17539
Carapicuíba,18,16389
Carapicuíba,19,7943
Carapicuíba,20,371
Carapicuíba,21,3404
Carapicuíba,22,4764
Carapicuíba,23,4134
Cardoso de Almeida,4,24
Cardoso de Almeida,5,35
Cardoso de Almeida,6,807
Cardoso de Almeida,7,1331
Cardoso de Almeida,8,1088
Cardoso de Almeida,9,607
Cardoso de Almeida,10,308
Cardoso de Almeida,11,1327
Cardoso de Almeida,12,3661
Cardoso de Almeida,13,2132
Cardoso de Almeida,14,1114
Cardoso de Almeida,15,928
Cardoso de Almeida,16,431
Cardoso de Almeida,17,1943
Cardoso de Almeida,18,1773
Cardoso de Almeida,19,548
Cardoso de Almeida,20,1566
Cardoso de Almeida,21,98
Cardoso de Almeida,22,232
Cardoso de Almeida,23,414
Carijós,0,1023
Carijós,4,320
Carijós,5,5373
Carijós,6,10950
Carijós,7,25887
Carijós,8,17839
Carijós,9,5864
Carijós,10,3511
Carijós,11,5713
Carijós,12,24890
Carijós,13,8767
Carijós,14,10791
Carijós,15,5805
Carijós,16,6978
Carijós,17,21522
Carijós,18,18404
Carijós,19,4430
Carijós,20,1162
Carijós,21,504
Carijós,22,670
Carijós,23,1623
Casa Verde,3,343
Casa Verde,4,79
Casa Verde,5,742
Casa Verde,6,8029
Casa Verde,7,7939
Casa Verde,8,4810
Casa Verde,9,3429
Casa Verde,10,2204
Casa Verde,11,2048
Casa Verde,12,12141
Casa Verde,13,6576
Casa Verde,14,3391
Casa Verde,15,2874
Casa Verde,16,3176
Casa Verde,17,10396
Casa Verde,18,13874
Casa Verde,19,2443
Casa Verde,20,3224
Casa Verde,21,483
Casa Verde,22,1477
Casa Verde,23,571
Cascatas,4,351
Cascatas,5,399
Cascatas,6,839
Cascatas,7,266
Cascatas,8,68
Cascatas,11,135
Cascatas,12,1403
Cascatas,13,68
Cascatas,16,108
Cascatas,17,415
Cascatas,18,675
Cascatas,20,68
Catumbi,3,94
Catumbi,4,53
Catumbi,5,121
Catumbi,6,891
Catumbi,7,1222
Catumbi,8,301
Catumbi,9,138
Catumbi,10,176
Catumbi,11,267
Catumbi,12,2902
Catumbi,13,321
Catumbi,14,845
Catumbi,15,368
Catumbi,16,552
Catumbi,17,757
Catumbi,18,541
Catumbi,19,18
Catumbi,20,420
Catumbi,21,1626
Catumbi,22,563
Caucaia do Alto,4,301
Caucaia do Alto,5,3555
Caucaia do Alto,6,11546
Caucaia do Alto,7,5053
Caucaia do Alto,8,3130
Caucaia do Alto,9,1438
Caucaia do Alto,10,712
Caucaia do Alto,11,5064
Caucaia do Alto,12,4340
Caucaia do Alto,13,291
Caucaia do Alto,14,594
Caucaia do Alto,15,679
Caucaia do Alto,16,4570
Caucaia do Alto,17,8954
Caucaia do Alto,18,2842
Caucaia do Alto,19,1622
Caucaia do Alto,20,1079
Caucaia do Alto,21,714
Caucaia do Alto,22,444
Caucaia do Alto,23,828
Celso Garcia,1,333
Celso Garcia,4,72
Celso Garcia,5,82
Celso Garcia,6,1713
Celso Garcia,7,1358
Celso Garcia,8,744
Celso Garcia,9,132
Celso Garcia,10,280
Celso Garcia,11,1456
Celso Garcia,12,4370
Celso Garcia,13,659
Celso Garcia,14,689
Celso Garcia,15,2096
Celso Garcia,16,2976
Celso Garcia,17,3367
Celso Garcia,18,4282
Celso Garcia,19,1206
Celso Garcia,20,1224
Celso Garcia,21,907
Celso Garcia,22,699
Celso Garcia,23,711
Centro Cultural,5,61
Centro Cultural,6,1206
Centro Cultural,7,2851
Centro Cultural,8,1323
Centro Cultural,9,2344
Centro Cultural,10,1410
Centro Cultural,11,6401
Centro Cultural,12,7840
Centro Cultural,13,6635
Centro Cultural,14,1662
Centro Cultural,15,2340
Centro Cultural,16,4374
Centro Cultural,17,3687
Centro Cultural,18,5383
Centro Cultural,19,3517
Centro Cultural,20,1007
Centro Cultural,21,1603
Centro Cultural,22,16245
Centro Cultural,23,4129
Centro Empresarial,4,3493
Centro Empresarial,5,11653
Centro Empresarial,6,32147
Centro Empresarial,7,21273
Centro Empresarial,8,8109
Centro Empresarial,9,12027
Centro Empresarial,10,5478
Centro Empresarial,11,11507
Centro Empresarial,12,17165
Centro Empresarial,13,14281
Centro Empresarial,14,4146
Centro Empresarial,15,6374
Centro Empresarial,16,10089
Centro Empresarial,17,17539
Centro Empresarial,18,14853
Centro Empresarial,19,7744
Centro Empresarial,20,3485
Centro Empresarial,21,2282
Centro Empresarial,22,3929
Centro Empresarial,23,19
Chácara Flora,1,298
Chácara Flora,2,164
Chácara Flora,4,74
Chácara Flora,5,323
Chácara Flora,6,1637
Chácara Flora,7,2249
Chácara Flora,8,2601
Chácara Flora,9,1275
Chácara Flora,10,1272
Chácara Flora,11,1126
Chácara Flora,12,4842
Chácara Flora,13,4024
Chácara Flora,14,2683
Chácara Flora,15,5154
Chácara Flora,16,5528
Chácara Flora,17,8799
Chácara Flora,18,2612
Chácara Flora,19,3443
Chácara Flora,20,264
Chácara Flora,21,1295
Chácara Flora,22,536
Chácara Flora,23,188
Chácara Itaim,0,700
Chácara Itaim,1,208
Chácara Itaim,2,662
Chácara Itaim,3,330
Chácara Itaim,4,243
Chácara Itaim,5,160
Chácara Itaim,6,5983
Chácara Itaim,7,7077
Chácara Itaim,8,6844
Chácara Itaim,9,4758
Chácara Itaim,10,5680
Chácara Itaim,11,3979
Chácara Itaim,12,22610
Chácara Itaim,13,23835
Chácara Itaim,14,6087
Chácara Itaim,15,6094
Chácara Itaim,16,9377
Chácara Itaim,17,18213
Chácara Itaim,18,23554
Chácara Itaim,19,9119
Chácara Itaim,20,7705
Chácara Itaim,21,3907
Chácara Itaim,22,1779
Chácara Itaim,23,2948
Chácara Klabin,5,285
Chácara Klabin,6,3304
Chácara Klabin,7,4823
Chácara Klabin,8,2161
Chácara Klabin,9,1006
Chácara Klabin,10,1089
Chácara Klabin,11,881
Chácara Klabin,12,3115
Chácara Klabin,13,2424
Chácara Klabin,14,903
Chácara Klabin,15,1335
Chácara Klabin,16,1627
Chácara Klabin,17,2801
Chácara Klabin,18,2238
Chácara Klabin,19,742
Chácara Klabin,20,492
Chácara Klabin,21,135
Chácara Klabin,23,600
Chácara do Piqueri,1,173
Chácara do Piqueri,2,199
Chácara do Piqueri,5,607
Chácara do Piqueri,6,6370
Chácara do Piqueri,7,6976
Chácara do Piqueri,8,3362
Chácara do Piqueri,9,3091
Chácara do Piqueri,10,2565
Chácara do Piqueri,11,3239
Chácara do Piqueri,12,7188
Chácara do Piqueri,13,4682
Chácara do Piqueri,14,4389
Chácara do Piqueri,15,1679
Chácara do Piqueri,16,4498
Chácara do Piqueri,17,7929
Chácara do Piqueri,18,8985
Chácara do Piqueri,19,1802
Chácara do Piqueri,20,2537
Chácara do Piqueri,21,1134
Chácara do Piqueri,22,2195
Chácara do Piqueri,23,535
Chácaras Bananal,0,2218
Chácaras Bananal,4,2823
Chácaras Bananal,5,6277
Chácaras Bananal,6,23905
Chácaras Bananal,7,15671
Chácaras Bananal,8,7333
Chácaras Bananal,9,5259
Chácaras Bananal,10,10127
Chácaras Bananal,11,15224
Chácaras Bananal,12,13851
Chácaras Bananal,13,6043
Chácaras Bananal,14,19412
Chácaras Bananal,15,9844
Chácaras Bananal,16,4300
Chácaras Bananal,17,7313
Chácaras Bananal,18,17577
Chácaras Bananal,19,1014
Chácaras Bananal,20,1708
Chácaras Bananal,21,3402
Chácaras Bananal,22,4500
Chácaras Bananal,23,241
Cidade A.E.Carvalho,3,97
Cidade A.E.Carvalho,4,967
Cidade A.E.Carvalho,5,1303
Cidade A.E.Carvalho,6,5030
Cidade A.E.Carvalho,7,9144
Cidade A.E.Carvalho,8,3212
Cidade A.E.Carvalho,9,2169
Cidade A.E.Carvalho,10,697
Cidade A.E.Carvalho,11,2377
Cidade A.E.Carvalho,12,7834
Cidade A.E.Carvalho,13,2736
Cidade A.E.Carvalho,14,4042
Cidade A.E.Carvalho,15,1865
Cidade A.E.Carvalho,16,7358
Cidade A.E.Carvalho,17,5623
Cidade A.E.Carvalho,18,3664
Cidade A.E.Carvalho,19,3147
Cidade A.E.Carvalho,20,1018
Cidade A.E.Carvalho,21,933
Cidade A.E.Carvalho,22,799
Cidade Ariston,4,2498
Cidade Ariston,5,5435
Cidade Ariston,6,28858
Cidade Ariston,7,16384
Cidade Ariston,8,8884
Cidade Ariston,9,3016
Cidade Ariston,10,3914
Cidade Ariston,11,11061
Cidade Ariston,12,20983
Cidade Ariston,13,11032
Cidade Ariston,14,2757
Cidade Ariston,15,1578
Cidade Ariston,16,4418
Cidade Ariston,17,11732
Cidade Ariston,18,9361
Cidade Ariston,19,3500
Cidade Ariston,20,2328
Cidade Ariston,21,635
Cidade Ariston,22,521
Cidade Ariston,23,357
Cidade IV Centenário,0,374
Cidade IV Centenário,4,1166
Cidade IV Centenário,5,1648
Cidade IV Centenário,6,12456
Cidade IV Centenário,7,7639
Cidade IV Centenário,8,2872
Cidade IV Centenário,9,3308
Cidade IV Centenário,10,2094
Cidade IV Centenário,11,9559
Cidade IV Centenário,12,14671
Cidade IV Centenário,13,9882
Cidade IV Centenário,14,3292
Cidade IV Centenário,15,2428
Cidade IV Centenário,16,4130
Cidade IV Centenário,17,5345
Cidade IV Centenário,18,13520
Cidade IV Centenário,19,1367
Cidade IV Centenário,20,1222
Cidade IV Centenário,21,625
Cidade IV Centenário,22,2224
Cidade IV Centenário,23,114
Cidade Líder,4,646
Cidade Líder,5,1416
Cidade Líder,6,13989
Cidade Líder,7,11944
Cidade Líder,8,4750
Cidade Líder,9,3091
Cidade Líder,10,944
Cidade Líder,11,3660
Cidade Líder,12,11166
Cidade Líder,13,8640
Cidade Líder,14,2692
Cidade Líder,15,2457
Cidade Líder,16,4903
Cidade Líder,17,10610
Cidade Líder,18,7802
Cidade Líder,19,465
Cidade Líder,20,1188
Cidade Líder,21,1188
Cidade Líder,22,711
Cidade Líder,23,295
Cidade Nitro-Operária,1,396
Cidade Nitro-Operária,2,599
Cidade Nitro-Operária,4,766
Cidade Nitro-Operária,5,1960
Cidade Nitro-Operária,6,5382
Cidade Nitro-Operária,7,5043
Cidade Nitro-Operária,8,4013
Cidade Nitro-Operária,9,1222
Cidade Nitro-Operária,10,2748
Cidade Nitro-Operária,11,5995
Cidade Nitro-Operária,12,15587
Cidade Nitro-Operária,13,9932
Cidade Nitro-Operária,14,5398
Cidade Nitro-Operária,15,3224
Cidade Nitro-Operária,16,4935
Cidade Nitro-Operária,17,9821
Cidade Nitro-Operária,18,12587
Cidade Nitro-Operária,19,5468
Cidade Nitro-Operária,20,2231
Cidade Nitro-Operária,21,930
Cidade Nitro-Operária,22,2045
Cidade Nitro-Operária,23,1239
Cidade Patriarca,4,439
Cidade Patriarca,5,2198
Cidade Patriarca,6,8571
Cidade Patriarca,7,6655
Cidade Patriarca,8,3551
Cidade Patriarca,9,1592
Cidade Patriarca,10,3281
Cidade Patriarca,11,3876
Cidade Patriarca,12,9270
Cidade Patriarca,13,2756
Cidade Patriarca,14,2457
Cidade Patriarca,15,1760
Cidade Patriarca,16,2465
Cidade Patriarca,17,9715
Cidade Patriarca,18,7784
Cidade Patriarca,19,1639
Cidade Patriarca,20,1299
Cidade Patriarca,21,269
Cidade Satélite,4,970
Cidade Satélite,5,743
Cidade Satélite,6,5373
Cidade Satélite,7,4875
Cidade Satélite,8,2346
Cidade Satélite,9,353
Cidade Satélite,10,2683
Cidade Satélite,11,4840
Cidade Satélite,12,3953
Cidade Satélite,13,5144
Cidade Satélite,14,1439
Cidade Satélite,15,2525
Cidade Satélite,16,5845
Cidade Satélite,17,3192
Cidade Satélite,18,5038
Cidade Satélite,19,1231
Cidade Satélite,21,2951
Cidade Satélite,22,1159
Cidade Tiradentes,0,1329
Cidade Tiradentes,3,694
Cidade Tiradentes,4,7702
Cidade Tiradentes,5,14255
Cidade Tiradentes,6,34648
Cidade Tiradentes,7,26681
Cidade Tiradentes,8,8327
Cidade Tiradentes,9,7213
Cidade Tiradentes,10,5463
Cidade Tiradentes,11,10564
Cidade Tiradentes,12,30708
Cidade Tiradentes,13,22069
Cidade Tiradentes,14,7195
Cidade Tiradentes,15,8071
Cidade Tiradentes,16,17080
Cidade Tiradentes,17,17201
Cidade Tiradentes,18,14383
Cidade Tiradentes,19,4444
Cidade Tiradentes,20,3101
Cidade Tiradentes,21,2139
Cidade Tiradentes,22,736
Cidade Tiradentes,23,1667
Cidade Universitária,0,105
Cidade Universitária,1,315
Cidade Universitária,3,296
Cidade Universitária,4,388
Cidade Universitária,6,884
Cidade Universitária,7,1077
Cidade Universitária,8,235
Cidade Universitária,9,836
Cidade Universitária,10,1074
Cidade Universitária,11,4604
Cidade Universitária,12,7262
Cidade Universitária,13,4826
Cidade Universitária,14,3515
Cidade Universitária,15,3453
Cidade Universitária,16,7082
Cidade Universitária,17,14077
Cidade Universitária,18,12265
Cidade Universitária,19,7292
Cidade Universitária,20,2657
Cidade Universitária,21,2440
Cidade Universitária,22,9908
Cidade Universitária,23,5111
Cidade Vargas,2,274
Cidade Vargas,5,1868
Cidade Vargas,6,5199
Cidade Vargas,7,12596
Cidade Vargas,8,7024
Cidade Vargas,9,6842
Cidade Vargas,10,3353
Cidade Vargas,11,3102
Cidade Vargas,12,12235
Cidade Vargas,13,10332
Cidade Vargas,14,2315
Cidade Vargas,15,2400
Cidade Vargas,16,8548
Cidade Vargas,17,10960
Cidade Vargas,18,8542
Cidade Vargas,19,6784
Cidade Vargas,20,2386
Cidade Vargas,21,1256
Cidade Vargas,22,5678
Cidade Vargas,23,1486
Cipó,3,194
Cipó,4,341
Cipó,5,953
Cipó,6,5136
Cipó,7,1488
Cipó,8,1204
Cipó,9,776
Cipó,10,522
Cipó,11,1504
Cipó,12,5191
Cipó,13,947
Cipó,14,740
Cipó,15,584
Cipó,16,267
Cipó,17,3166
Cipó,18,2065
Cipó,20,326
Cipó,22,113
Clínicas,2,116
Clínicas,3,135
Clínicas,6,2831
Clínicas,7,5827
Clínicas,8,4541
Clínicas,9,2779
Clínicas,10,4016
Clínicas,11,4514
Clínicas,12,10248
Clínicas,13,10357
Clínicas,14,5198
Clínicas,15,3955
Clínicas,16,7398
Clínicas,17,13324
Clínicas,18,7651
Clínicas,19,6673
Clínicas,20,4444
Clínicas,21,669
Clínicas,22,519
Clínicas,23,791
Cocaia,2,336
Cocaia,3,2061
Cocaia,4,6566
Cocaia,5,9778
Cocaia,6,37482
Cocaia,7,10575
Cocaia,8,7145
Cocaia,9,1440
Cocaia,10,5262
Cocaia,11,14452
Cocaia,12,17386
Cocaia,13,9625
Cocaia,14,5715
Cocaia,15,2406
Cocaia,16,9786
Cocaia,17,4404
Cocaia,18,15562
Cocaia,19,4536
Cocaia,21,183
Cocaia,22,1832
Cocaia,23,3560
Cohab Jova Rural,4,866
Cohab Jova Rural,5,1065
Cohab Jova Rural,6,4771
Cohab Jova Rural,7,5423
Cohab Jova Rural,8,1998
Cohab Jova Rural,9,1429
Cohab Jova Rural,10,2220
Cohab Jova Rural,11,2491
Cohab Jova Rural,12,6120
Cohab Jova Rural,13,2557
Cohab Jova Rural,14,1780
Cohab Jova Rural,15,1480
Cohab Jova Rural,16,1417
Cohab Jova Rural,17,4996
Cohab Jova Rural,18,2503
Cohab Jova Rural,19,521
Cohab Jova Rural,20,428
Cohab Jova Rural,21,112
Cohab Jova Rural,22,367
Cohab Jova Rural,23,53
Colinas,5,368
Colinas,6,3299
Colinas,7,1777
Colinas,8,1890
Colinas,9,2854
Colinas,10,536
Colinas,11,1017
Colinas,12,3121
Colinas,13,372
Colinas,14,887
Colinas,15,2824
Colinas,16,941
Colinas,17,2965
Colinas,18,3768
Colinas,21,422
Colinas,22,165
Congonhas,0,343
Congonhas,2,186
Congonhas,6,833
Congonhas,9,301
Congonhas,10,48
Congonhas,11,2328
Congonhas,12,415
Congonhas,13,380
Congonhas,14,1416
Congonhas,15,1016
Congonhas,16,1131
Congonhas,17,3759
Congonhas,18,4183
Congonhas,19,1566
Congonhas,20,1558
Congonhas,21,1026
Congonhas,22,1021
Congonhas,23,1287
Consolação,0,94
Consolação,1,744
Consolação,5,36
Consolação,6,1805
Consolação,7,2283
Consolação,8,2699
Consolação,9,861
Consolação,10,2240
Consolação,11,2361
Consolação,12,14887
Consolação,13,13942
Consolação,14,3925
Consolação,15,4304
Consolação,16,7628
Consolação,17,16356
Consolação,18,12571
Consolação,19,6821
Consolação,20,4432
Consolação,21,3388
Consolação,22,9283
Consolação,23,1473
Coroa,0,272
Coroa,1,30
Coroa,5,32
Coroa,6,1678
Coroa,7,675
Coroa,8,218
Coroa,9,452
Coroa,10,213
Coroa,11,598
Coroa,12,2857
Coroa,13,3715
Coroa,14,2135
Coroa,15,2036
Coroa,16,1378
Coroa,17,6669
Coroa,18,3008
Coroa,19,1790
Coroa,20,1719
Coroa,21,2149
Coroa,22,4838
Coroa,23,714
Cotia,0,713
Cotia,2,308
Cotia,4,2441
Cotia,5,6977
Cotia,6,36094
Cotia,7,19443
Cotia,8,9073
Cotia,9,7653
Cotia,10,4780
Cotia,11,15470
Cotia,12,34313
Cotia,13,12652
Cotia,14,7899
Cotia,15,5267
Cotia,16,13211
Cotia,17,28133
Cotia,18,17111
Cotia,19,5406
Cotia,20,3688
Cotia,21,3342
Cotia,22,9619
Cotia,23,1053
Cristais,6,292
Cumbica,0,548
Cumbica,4,43
Cumbica,5,648
Cumbica,6,3313
Cumbica,7,1121
Cumbica,8,695
Cumbica,9,704
Cumbica,10,1686
Cumbica,11,1820
Cumbica,12,1875
Cumbica,13,774
Cumbica,14,3660
Cumbica,15,2664
Cumbica,16,3307
Cumbica,17,7731
Cumbica,18,6014
Cumbica,19,836
Cumbica,20,1047
Cumbica,21,766
Cumbica,22,2762
Cumbica,23,509
Cupecê,2,923
Cupecê,4,466
Cupecê,5,2182
Cupecê,6,15768
Cupecê,7,12052
Cupecê,8,4882
Cupecê,9,1920
Cupecê,10,3093
Cupecê,11,11299
Cupecê,12,10221
Cupecê,13,5991
Cupecê,14,5877
Cupecê,15,4983
Cupecê,16,5376
Cupecê,17,5679
Cupecê,18,22392
Cupecê,19,4889
Cupecê,20,2091
Cupecê,22,2479
Cupecê,23,1600
César de Souza,1,149
César de Souza,4,408
César de Souza,5,2391
César de Souza,6,7166
César de Souza,7,6789
César de Souza,8,3269
César de Souza,9,2235
César de Souza,10,416
César de Souza,11,2809
César de Souza,12,7464
César de Souza,13,2691
César de Souza,14,1508
César de Souza,15,1492
César de Souza,16,5028
César de Souza,17,7532
César de Souza,18,2453
César de Souza,20,448
César de Souza,22,426
César de Souza,23,224
Demarchi,0,622
Demarchi,4,1690
Demarchi,5,2226
Demarchi,6,21183
Demarchi,7,23212
Demarchi,8,5526
Demarchi,9,6153
Demarchi,10,4308
Demarchi,11,5878
Demarchi,12,18093
Demarchi,13,7833
Demarchi,14,4465
Demarchi,15,7084
Demarchi,16,5715
Demarchi,17,18559
Demarchi,18,17891
Demarchi,19,5922
Demarchi,20,1627
Demarchi,21,3346
Demarchi,22,3346
Demarchi,23,1139
Diadema,0,74
Diadema,5,1605
Diadema,6,18752
Diadema,7,13057
Diadema,8,2825
Diadema,9,4059
Diadema,10,3841
Diadema,11,6036
Diadema,12,27794
Diadema,13,10072
Diadema,14,10613
Diadema,15,5835
Diadema,16,14319
Diadema,17,21034
Diadema,18,21015
Diadema,19,3386
Diadema,20,1876
Diadema,21,5364
Diadema,22,3121
Diadema,23,4023
Eldorado,4,1510
Eldorado,5,2912
Eldorado,6,14684
Eldorado,7,4537
Eldorado,8,1812
Eldorado,9,2171
Eldorado,10,5218
Eldorado,11,1495
Eldorado,12,18085
Eldorado,13,3712
Eldorado,14,1568
Eldorado,15,1361
Eldorado,16,3867
Eldorado,17,2796
Eldorado,18,7779
Eldorado,19,3514
Eldorado,21,4171
Eldorado,22,2692
Embu das Artes,4,1507
Embu das Artes,5,5527
Embu das Artes,6,18338
Embu das Artes,7,8633
Embu das Artes,8,3374
Embu das Artes,9,2229
Embu das Artes,10,4271
Embu das Artes,11,2668
Embu das Artes,12,20151
Embu das Artes,13,7445
Embu das Artes,14,5639
Embu das Artes,15,2976
Embu das Artes,16,8556
Embu das Artes,17,17436
Embu das Artes,18,14182
Embu das Artes,19,3052
Embu das Artes,20,1855
Embu das Artes,21,2522
Embu das Artes,22,6074
Embu das Artes,23,1285
Embu-Guaçu,4,1378
Embu-Guaçu,5,1248
Embu-Guaçu,6,12672
Embu-Guaçu,7,4117
Embu-Guaçu,8,2956
Embu-Guaçu,9,2184
Embu-Guaçu,10,1736
Embu-Guaçu,11,4405
Embu-Guaçu,12,12720
Embu-Guaçu,13,3760
Embu-Guaçu,14,1580
Embu-Guaçu,15,1824
Embu-Guaçu,16,2730
Embu-Guaçu,17,8350
Embu-Guaçu,18,7162
Embu-Guaçu,19,1122
Embu-Guaçu,21,628
Embu-Guaçu,22,950
Embu-Guaçu,23,216
Embu-Mirim,4,163
Embu-Mirim,5,670
Embu-Mirim,6,1934
Embu-Mirim,7,1371
Embu-Mirim,8,357
Embu-Mirim,9,382
Embu-Mirim,10,265
